text,intent
"Please, How do I get a refund for order 123 right now",refund_request
"Please, I need to return this item for my last purchase",refund_request
"Hi, I want a refund for my last purchase right now",refund_request
"Kindly, How do I get a refund for the order I placed yesterday",refund_request
"Hi, Please refund my order for my last purchase right now",refund_request
"Hey, I want a refund for order 123 please",refund_request
"Hi, Requesting a refund for my purchase right now",refund_request
Please refund my order right now,refund_request
How do I get a refund for my last purchase as soon as possible,refund_request
"Hello, Requesting a refund for my purchase for the order I placed yesterday please",refund_request
"Hello, Please refund my order please",refund_request
"Please, How do I get a refund if possible",refund_request
"Please, I need to return this item",refund_request
"Hello, Requesting a refund for my purchase for my recent order right now",refund_request
"Please, Please refund my order for my last purchase if possible",refund_request
"Kindly, Requesting a refund for my purchase for my last purchase right now",refund_request
"Hi, Requesting a refund for my purchase for order 123 right now",refund_request
"Hello, I want a refund for my recent order today",refund_request
"Hi, How do I get a refund for order 123 today",refund_request
"Hello, I need to return this item for order 123 as soon as possible",refund_request
"Please, I need to return this item for the order I placed yesterday please",refund_request
How do I get a refund for my last purchase right now,refund_request
"Please, Requesting a refund for my purchase for the order I placed yesterday right now",refund_request
"Hello, How do I get a refund for my recent order please",refund_request
"Hello, Please refund my order for the order I placed yesterday please",refund_request
"Hello, Please refund my order for my last purchase right now",refund_request
Requesting a refund for my purchase for order 123 right now,refund_request
"Kindly, I need to return this item for the order I placed yesterday",refund_request
"Kindly, I want a refund for my last purchase if possible",refund_request
"Please, Please refund my order for the order I placed yesterday today",refund_request
"Kindly, I want a refund today",refund_request
"Please, I need to return this item for order 123 if possible",refund_request
"Kindly, Please refund my order today",refund_request
"Hi, I want a refund for my recent order as soon as possible",refund_request
"Hey, I need to return this item for my last purchase please",refund_request
"Please, I want a refund for my recent order please",refund_request
"Hi, Requesting a refund for my purchase for the order I placed yesterday if possible",refund_request
"Hey, Please refund my order",refund_request
"Kindly, I need to return this item for my recent order if possible",refund_request
"Please, How do I get a refund for the order I placed yesterday today",refund_request
"Please, I need to return this item for order 123 today",refund_request
Requesting a refund for my purchase for the order I placed yesterday,refund_request
"Kindly, I need to return this item for order 123 today",refund_request
"Hey, Please refund my order for my recent order please",refund_request
"Hello, I need to return this item for my last purchase today",refund_request
"Hey, Please refund my order for order 123 today",refund_request
"Kindly, I need to return this item for the order I placed yesterday as soon as possible",refund_request
"Hello, I need to return this item for my last purchase please",refund_request
"Hi, Please refund my order please",refund_request
"Hi, I need to return this item for my recent order",refund_request
"Hey, How do I get a refund for the order I placed yesterday if possible",refund_request
"Hi, Requesting a refund for my purchase for order 123",refund_request
"Hey, Requesting a refund for my purchase if possible",refund_request
"Kindly, Please refund my order for the order I placed yesterday if possible",refund_request
"Please, I need to return this item for my recent order right now",refund_request
I want to talk to a human for the order I placed yesterday as soon as possible,speak_to_agent
"Hi, Let me speak to an agent for the order I placed yesterday as soon as possible",speak_to_agent
"Hey, Can I talk to a representative for the order I placed yesterday if possible",speak_to_agent
"Hello, I need human assistance for my recent order today",speak_to_agent
"Please, I need human assistance right now",speak_to_agent
Connect me to customer support for my recent order if possible,speak_to_agent
"Hello, I want to talk to a human for my recent order as soon as possible",speak_to_agent
"Hi, Let me speak to an agent for my last purchase if possible",speak_to_agent
I want to talk to a human for the order I placed yesterday today,speak_to_agent
"Hello, Connect me to customer support for my last purchase",speak_to_agent
"Kindly, I want to talk to a human for the order I placed yesterday please",speak_to_agent
"Kindly, Let me speak to an agent for order 123 as soon as possible",speak_to_agent
"Hey, Can I talk to a representative for my recent order if possible",speak_to_agent
"Hi, I want to talk to a human for my last purchase",speak_to_agent
"Hi, I want to talk to a human for my recent order if possible",speak_to_agent
"Hi, I want to talk to a human for the order I placed yesterday as soon as possible",speak_to_agent
"Hey, I want to talk to a human for my last purchase as soon as possible",speak_to_agent
"Hello, Let me speak to an agent if possible",speak_to_agent
"Hello, Can I talk to a representative for my recent order if possible",speak_to_agent
"Hello, Let me speak to an agent for my last purchase today",speak_to_agent
"Hey, Connect me to customer support for my last purchase please",speak_to_agent
Can I talk to a representative for order 123 as soon as possible,speak_to_agent
"Hey, Can I talk to a representative for my last purchase as soon as possible",speak_to_agent
I need human assistance for the order I placed yesterday if possible,speak_to_agent
Can I talk to a representative for order 123 please,speak_to_agent
I need human assistance for my last purchase if possible,speak_to_agent
"Hello, I want to talk to a human for my last purchase please",speak_to_agent
Connect me to customer support right now,speak_to_agent
"Kindly, Let me speak to an agent for my recent order as soon as possible",speak_to_agent
"Hello, Can I talk to a representative for order 123 please",speak_to_agent
I need human assistance for order 123 right now,speak_to_agent
"Hello, I want to talk to a human for my recent order if possible",speak_to_agent
"Hi, Connect me to customer support for my last purchase as soon as possible",speak_to_agent
"Hi, Connect me to customer support for my recent order please",speak_to_agent
"Hello, Can I talk to a representative for my last purchase",speak_to_agent
I want to talk to a human for my recent order today,speak_to_agent
"Hey, Connect me to customer support for order 123",speak_to_agent
"Hey, Let me speak to an agent for my last purchase today",speak_to_agent
"Please, Can I talk to a representative for the order I placed yesterday right now",speak_to_agent
"Hey, Connect me to customer support for the order I placed yesterday if possible",speak_to_agent
"Hello, I need human assistance for the order I placed yesterday today",speak_to_agent
Connect me to customer support for the order I placed yesterday as soon as possible,speak_to_agent
"Hey, Can I talk to a representative for my recent order right now",speak_to_agent
"Hello, I need human assistance if possible",speak_to_agent
"Hey, Let me speak to an agent as soon as possible",speak_to_agent
"Please, Let me speak to an agent today",speak_to_agent
"Hello, I need human assistance for my last purchase as soon as possible",speak_to_agent
I need human assistance for the order I placed yesterday as soon as possible,speak_to_agent
"Hey, I need human assistance for my recent order please",speak_to_agent
"Hey, Connect me to customer support for the order I placed yesterday as soon as possible",speak_to_agent
"Please, Let me speak to an agent for my recent order please",speak_to_agent
"Kindly, Can I talk to a representative for order 123",speak_to_agent
"Hey, I need human assistance",speak_to_agent
"Hey, I want to talk to a human for order 123 as soon as possible",speak_to_agent
"Hello, I need human assistance for my recent order as soon as possible",speak_to_agent
"Hey, Let me speak to an agent right now",speak_to_agent
"Please, Connect me to customer support for the order I placed yesterday if possible",speak_to_agent
"Hey, I need human assistance for order 123 if possible",speak_to_agent
"Hey, Connect me to customer support for my last purchase",speak_to_agent
Connect me to customer support for order 123 as soon as possible,speak_to_agent
"Hello, I need human assistance right now",speak_to_agent
"Hey, I want to talk to a human for the order I placed yesterday if possible",speak_to_agent
"Please, Connect me to customer support for order 123 please",speak_to_agent
Let me speak to an agent for the order I placed yesterday as soon as possible,speak_to_agent
"Please, Connect me to customer support right now",speak_to_agent
"Please, I need human assistance for my recent order today",speak_to_agent
"Hi, I want to talk to a human for my last purchase right now",speak_to_agent
"Hi, Let me speak to an agent for my recent order",speak_to_agent
"Hello, Can I talk to a representative for order 123 if possible",speak_to_agent
I need human assistance right now,speak_to_agent
I need human assistance for my recent order please,speak_to_agent
"Kindly, Let me speak to an agent for my last purchase as soon as possible",speak_to_agent
"Please, Let me speak to an agent for my recent order if possible",speak_to_agent
"Please, Can I talk to a representative please",speak_to_agent
"Please, Let me speak to an agent for my last purchase please",speak_to_agent
"Hi, Let me speak to an agent for the order I placed yesterday",speak_to_agent
"Kindly, I need human assistance right now",speak_to_agent
Connect me to customer support for order 123 if possible,speak_to_agent
"Hey, Can I talk to a representative for the order I placed yesterday right now",speak_to_agent
"Kindly, I want to talk to a human for my last purchase if possible",speak_to_agent
"Kindly, Connect me to customer support today",speak_to_agent
"Kindly, I want to talk to a human for my recent order as soon as possible",speak_to_agent
"Hello, Can I talk to a representative for order 123 as soon as possible",speak_to_agent
"Hi, Can I talk to a representative for my recent order today",speak_to_agent
"Hey, Connect me to customer support for the order I placed yesterday",speak_to_agent
